Scheda,Penetrazione_pct,IndicatoreA,IndicatoreB,TauB,Concordi,Discordi,DiscriminaA,DiscriminaB
CER_5_2_0,28.6,MinMax_con,ForzaIncentivante_lordo,-0.210084,47,72,1,1
CER_5_2_0,28.6,MinMax_con,AllineamentoVirtu_lordo,-0.478992,31,88,1,1
CER_5_2_0,28.6,MinMax_con,VAN_min_EUR,0.747899,104,15,1,1
CER_5_2_0,28.6,QoS_orig,MinMax_pro,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,QoS_orig,MinMax_con,0.260504,75,44,1,1
CER_5_2_0,28.6,QoS_orig,QoS_orig,1,NaN,NaN,1,1
CER_5_2_0,28.6,QoS_orig,QoS_new,0.378151,82,37,1,1
CER_5_2_0,28.6,QoS_orig,EI_orig,-0.176471,49,70,1,1
CER_5_2_0,28.6,QoS_orig,EI_new,0.226891,73,46,1,1
CER_5_2_0,28.6,QoS_orig,Jain,1,119,0,1,1
CER_5_2_0,28.6,QoS_orig,Gini,-0.176471,49,70,1,1
CER_5_2_0,28.6,QoS_orig,FairnessIndex,-0.176471,49,70,1,1
CER_5_2_0,28.6,QoS_orig,Sigma,-0.142857,51,68,1,1
CER_5_2_0,28.6,QoS_orig,QuoteNulle,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,QoS_orig,EccessoMax_EUR,0.0252101,61,58,1,1
CER_5_2_0,28.6,QoS_orig,CoalizioniInstabili,-0.162417,48,67,1,1
CER_5_2_0,28.6,QoS_orig,ForzaIncentivante,0.579832,94,25,1,1
CER_5_2_0,28.6,QoS_orig,AllineamentoVirtu,0.647059,98,21,1,1
CER_5_2_0,28.6,QoS_orig,ForzaIncentivante_lordo,-0.0756303,55,64,1,1
CER_5_2_0,28.6,QoS_orig,AllineamentoVirtu_lordo,-0.478992,31,88,1,1
CER_5_2_0,28.6,QoS_orig,VAN_min_EUR,0.478992,88,31,1,1
CER_5_2_0,28.6,QoS_new,MinMax_pro,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,QoS_new,MinMax_con,0.882353,112,7,1,1
CER_5_2_0,28.6,QoS_new,QoS_orig,0.378151,82,37,1,1
CER_5_2_0,28.6,QoS_new,QoS_new,1,NaN,NaN,1,1
CER_5_2_0,28.6,QoS_new,EI_orig,0.210084,72,47,1,1
CER_5_2_0,28.6,QoS_new,EI_new,0.579832,94,25,1,1
CER_5_2_0,28.6,QoS_new,Jain,0.378151,82,37,1,1
CER_5_2_0,28.6,QoS_new,Gini,0.210084,72,47,1,1
CER_5_2_0,28.6,QoS_new,FairnessIndex,-0.596639,24,95,1,1
CER_5_2_0,28.6,QoS_new,Sigma,-0.563025,26,93,1,1
CER_5_2_0,28.6,QoS_new,QuoteNulle,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,QoS_new,EccessoMax_EUR,-0.563025,26,93,1,1
CER_5_2_0,28.6,QoS_new,CoalizioniInstabili,-0.521444,27,88,1,1
CER_5_2_0,28.6,QoS_new,ForzaIncentivante,-0.0420168,57,62,1,1
CER_5_2_0,28.6,QoS_new,AllineamentoVirtu,0.0252101,61,58,1,1
CER_5_2_0,28.6,QoS_new,ForzaIncentivante_lordo,-0.260504,44,75,1,1
CER_5_2_0,28.6,QoS_new,AllineamentoVirtu_lordo,-0.529412,28,91,1,1
CER_5_2_0,28.6,QoS_new,VAN_min_EUR,0.865546,111,8,1,1
CER_5_2_0,28.6,EI_orig,MinMax_pro,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,EI_orig,MinMax_con,0.12605,67,52,1,1
CER_5_2_0,28.6,EI_orig,QoS_orig,-0.176471,49,70,1,1
CER_5_2_0,28.6,EI_orig,QoS_new,0.210084,72,47,1,1
CER_5_2_0,28.6,EI_orig,EI_orig,1,NaN,NaN,1,1
CER_5_2_0,28.6,EI_orig,EI_new,0.260504,75,44,1,1
CER_5_2_0,28.6,EI_orig,Jain,-0.176471,49,70,1,1
CER_5_2_0,28.6,EI_orig,Gini,1,119,0,1,1
CER_5_2_0,28.6,EI_orig,FairnessIndex,-0.142857,51,68,1,1
CER_5_2_0,28.6,EI_orig,Sigma,-0.109244,53,66,1,1
CER_5_2_0,28.6,EI_orig,QuoteNulle,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,EI_orig,EccessoMax_EUR,-0.378151,37,82,1,1
CER_5_2_0,28.6,EI_orig,CoalizioniInstabili,0.0598378,61,54,1,1
CER_5_2_0,28.6,EI_orig,ForzaIncentivante,-0.596639,24,95,1,1
CER_5_2_0,28.6,EI_orig,AllineamentoVirtu,-0.529412,28,91,1,1
CER_5_2_0,28.6,EI_orig,ForzaIncentivante_lordo,-0.680672,19,100,1,1
CER_5_2_0,28.6,EI_orig,AllineamentoVirtu_lordo,-0.210084,47,72,1,1
CER_5_2_0,28.6,EI_orig,VAN_min_EUR,0.0756303,64,55,1,1
CER_5_2_0,28.6,EI_new,MinMax_pro,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,EI_new,MinMax_con,0.596639,95,24,1,1
CER_5_2_0,28.6,EI_new,QoS_orig,0.226891,73,46,1,1
CER_5_2_0,28.6,EI_new,QoS_new,0.579832,94,25,1,1
CER_5_2_0,28.6,EI_new,EI_orig,0.260504,75,44,1,1
CER_5_2_0,28.6,EI_new,EI_new,1,NaN,NaN,1,1
CER_5_2_0,28.6,EI_new,Jain,0.226891,73,46,1,1
CER_5_2_0,28.6,EI_new,Gini,0.260504,75,44,1,1
CER_5_2_0,28.6,EI_new,FairnessIndex,-0.613445,23,96,1,1
CER_5_2_0,28.6,EI_new,Sigma,-0.579832,25,94,1,1
CER_5_2_0,28.6,EI_new,QuoteNulle,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,EI_new,EccessoMax_EUR,-0.613445,23,96,1,1
CER_5_2_0,28.6,EI_new,CoalizioniInstabili,-0.401768,34,81,1,1
CER_5_2_0,28.6,EI_new,ForzaIncentivante,-0.193277,48,71,1,1
CER_5_2_0,28.6,EI_new,AllineamentoVirtu,-0.12605,52,67,1,1
CER_5_2_0,28.6,EI_new,ForzaIncentivante_lordo,-0.277311,43,76,1,1
CER_5_2_0,28.6,EI_new,AllineamentoVirtu_lordo,-0.378151,37,82,1,1
CER_5_2_0,28.6,EI_new,VAN_min_EUR,0.647059,98,21,1,1
CER_5_2_0,28.6,Jain,MinMax_pro,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,Jain,MinMax_con,0.260504,75,44,1,1
CER_5_2_0,28.6,Jain,QoS_orig,1,119,0,1,1
CER_5_2_0,28.6,Jain,QoS_new,0.378151,82,37,1,1
CER_5_2_0,28.6,Jain,EI_orig,-0.176471,49,70,1,1
CER_5_2_0,28.6,Jain,EI_new,0.226891,73,46,1,1
CER_5_2_0,28.6,Jain,Jain,1,NaN,NaN,1,1
CER_5_2_0,28.6,Jain,Gini,-0.176471,49,70,1,1
CER_5_2_0,28.6,Jain,FairnessIndex,-0.176471,49,70,1,1
CER_5_2_0,28.6,Jain,Sigma,-0.142857,51,68,1,1
CER_5_2_0,28.6,Jain,QuoteNulle,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,Jain,EccessoMax_EUR,0.0252101,61,58,1,1
CER_5_2_0,28.6,Jain,CoalizioniInstabili,-0.162417,48,67,1,1
CER_5_2_0,28.6,Jain,ForzaIncentivante,0.579832,94,25,1,1
CER_5_2_0,28.6,Jain,AllineamentoVirtu,0.647059,98,21,1,1
CER_5_2_0,28.6,Jain,ForzaIncentivante_lordo,-0.0756303,55,64,1,1
CER_5_2_0,28.6,Jain,AllineamentoVirtu_lordo,-0.478992,31,88,1,1
CER_5_2_0,28.6,Jain,VAN_min_EUR,0.478992,88,31,1,1
CER_5_2_0,28.6,Gini,MinMax_pro,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,Gini,MinMax_con,0.12605,67,52,1,1
CER_5_2_0,28.6,Gini,QoS_orig,-0.176471,49,70,1,1
CER_5_2_0,28.6,Gini,QoS_new,0.210084,72,47,1,1
CER_5_2_0,28.6,Gini,EI_orig,1,119,0,1,1
CER_5_2_0,28.6,Gini,EI_new,0.260504,75,44,1,1
CER_5_2_0,28.6,Gini,Jain,-0.176471,49,70,1,1
CER_5_2_0,28.6,Gini,Gini,1,NaN,NaN,1,1
CER_5_2_0,28.6,Gini,FairnessIndex,-0.142857,51,68,1,1
CER_5_2_0,28.6,Gini,Sigma,-0.109244,53,66,1,1
CER_5_2_0,28.6,Gini,QuoteNulle,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,Gini,EccessoMax_EUR,-0.378151,37,82,1,1
CER_5_2_0,28.6,Gini,CoalizioniInstabili,0.0598378,61,54,1,1
CER_5_2_0,28.6,Gini,ForzaIncentivante,-0.596639,24,95,1,1
CER_5_2_0,28.6,Gini,AllineamentoVirtu,-0.529412,28,91,1,1
CER_5_2_0,28.6,Gini,ForzaIncentivante_lordo,-0.680672,19,100,1,1
CER_5_2_0,28.6,Gini,AllineamentoVirtu_lordo,-0.210084,47,72,1,1
CER_5_2_0,28.6,Gini,VAN_min_EUR,0.0756303,64,55,1,1
CER_5_2_0,28.6,FairnessIndex,MinMax_pro,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,FairnessIndex,MinMax_con,-0.647059,21,98,1,1
CER_5_2_0,28.6,FairnessIndex,QoS_orig,-0.176471,49,70,1,1
CER_5_2_0,28.6,FairnessIndex,QoS_new,-0.596639,24,95,1,1
CER_5_2_0,28.6,FairnessIndex,EI_orig,-0.142857,51,68,1,1
CER_5_2_0,28.6,FairnessIndex,EI_new,-0.613445,23,96,1,1
CER_5_2_0,28.6,FairnessIndex,Jain,-0.176471,49,70,1,1
CER_5_2_0,28.6,FairnessIndex,Gini,-0.142857,51,68,1,1
CER_5_2_0,28.6,FairnessIndex,FairnessIndex,1,NaN,NaN,1,1
CER_5_2_0,28.6,FairnessIndex,Sigma,0.966387,117,2,1,1
CER_5_2_0,28.6,FairnessIndex,QuoteNulle,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,FairnessIndex,EccessoMax_EUR,0.630252,97,22,1,1
CER_5_2_0,28.6,FairnessIndex,CoalizioniInstabili,0.453058,84,31,1,1
CER_5_2_0,28.6,FairnessIndex,ForzaIncentivante,0.210084,72,47,1,1
CER_5_2_0,28.6,FairnessIndex,AllineamentoVirtu,0.176471,70,49,1,1
CER_5_2_0,28.6,FairnessIndex,ForzaIncentivante_lordo,0.327731,79,40,1,1
CER_5_2_0,28.6,FairnessIndex,AllineamentoVirtu_lordo,0.563025,93,26,1,1
CER_5_2_0,28.6,FairnessIndex,VAN_min_EUR,-0.495798,30,89,1,1
CER_5_2_0,28.6,Sigma,MinMax_pro,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,Sigma,MinMax_con,-0.613445,23,96,1,1
CER_5_2_0,28.6,Sigma,QoS_orig,-0.142857,51,68,1,1
CER_5_2_0,28.6,Sigma,QoS_new,-0.563025,26,93,1,1
CER_5_2_0,28.6,Sigma,EI_orig,-0.109244,53,66,1,1
CER_5_2_0,28.6,Sigma,EI_new,-0.579832,25,94,1,1
CER_5_2_0,28.6,Sigma,Jain,-0.142857,51,68,1,1
CER_5_2_0,28.6,Sigma,Gini,-0.109244,53,66,1,1
CER_5_2_0,28.6,Sigma,FairnessIndex,0.966387,117,2,1,1
CER_5_2_0,28.6,Sigma,Sigma,1,NaN,NaN,1,1
CER_5_2_0,28.6,Sigma,QuoteNulle,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,Sigma,EccessoMax_EUR,0.596639,95,24,1,1
CER_5_2_0,28.6,Sigma,CoalizioniInstabili,0.435961,83,32,1,1
CER_5_2_0,28.6,Sigma,ForzaIncentivante,0.210084,72,47,1,1
CER_5_2_0,28.6,Sigma,AllineamentoVirtu,0.210084,72,47,1,1
CER_5_2_0,28.6,Sigma,ForzaIncentivante_lordo,0.294118,77,42,1,1
CER_5_2_0,28.6,Sigma,AllineamentoVirtu_lordo,0.529412,91,28,1,1
CER_5_2_0,28.6,Sigma,VAN_min_EUR,-0.462185,32,87,1,1
CER_5_2_0,28.6,QuoteNulle,MinMax_pro,NaN,NaN,NaN,0,0
CER_5_2_0,28.6,QuoteNulle,MinMax_con,NaN,NaN,NaN,0,1
CER_5_2_0,28.6,QuoteNulle,QoS_orig,NaN,NaN,NaN,0,1
CER_5_2_0,28.6,QuoteNulle,QoS_new,NaN,NaN,NaN,0,1
CER_5_2_0,28.6,QuoteNulle,EI_orig,NaN,NaN,NaN,0,1
CER_5_2_0,28.6,QuoteNulle,EI_new,NaN,NaN,NaN,0,1
CER_5_2_0,28.6,QuoteNulle,Jain,NaN,NaN,NaN,0,1
CER_5_2_0,28.6,QuoteNulle,Gini,NaN,NaN,NaN,0,1
CER_5_2_0,28.6,QuoteNulle,FairnessIndex,NaN,NaN,NaN,0,1
CER_5_2_0,28.6,QuoteNulle,Sigma,NaN,NaN,NaN,0,1
CER_5_2_0,28.6,QuoteNulle,QuoteNulle,1,NaN,NaN,0,0
CER_5_2_0,28.6,QuoteNulle,EccessoMax_EUR,NaN,NaN,NaN,0,1
CER_5_2_0,28.6,QuoteNulle,CoalizioniInstabili,NaN,NaN,NaN,0,1
CER_5_2_0,28.6,QuoteNulle,ForzaIncentivante,NaN,NaN,NaN,0,1
CER_5_2_0,28.6,QuoteNulle,AllineamentoVirtu,NaN,NaN,NaN,0,1
CER_5_2_0,28.6,QuoteNulle,ForzaIncentivante_lordo,NaN,NaN,NaN,0,1
CER_5_2_0,28.6,QuoteNulle,AllineamentoVirtu_lordo,NaN,NaN,NaN,0,1
CER_5_2_0,28.6,QuoteNulle,VAN_min_EUR,NaN,NaN,NaN,0,1
CER_5_2_0,28.6,EccessoMax_EUR,MinMax_pro,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,EccessoMax_EUR,MinMax_con,-0.613445,23,96,1,1
CER_5_2_0,28.6,EccessoMax_EUR,QoS_orig,0.0252101,61,58,1,1
CER_5_2_0,28.6,EccessoMax_EUR,QoS_new,-0.563025,26,93,1,1
CER_5_2_0,28.6,EccessoMax_EUR,EI_orig,-0.378151,37,82,1,1
CER_5_2_0,28.6,EccessoMax_EUR,EI_new,-0.613445,23,96,1,1
CER_5_2_0,28.6,EccessoMax_EUR,Jain,0.0252101,61,58,1,1
CER_5_2_0,28.6,EccessoMax_EUR,Gini,-0.378151,37,82,1,1
CER_5_2_0,28.6,EccessoMax_EUR,FairnessIndex,0.630252,97,22,1,1
CER_5_2_0,28.6,EccessoMax_EUR,Sigma,0.596639,95,24,1,1
CER_5_2_0,28.6,EccessoMax_EUR,QuoteNulle,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,EccessoMax_EUR,EccessoMax_EUR,1,NaN,NaN,1,1
CER_5_2_0,28.6,EccessoMax_EUR,CoalizioniInstabili,0.487251,86,29,1,1
CER_5_2_0,28.6,EccessoMax_EUR,ForzaIncentivante,0.445378,86,33,1,1
CER_5_2_0,28.6,EccessoMax_EUR,AllineamentoVirtu,0.378151,82,37,1,1
CER_5_2_0,28.6,EccessoMax_EUR,ForzaIncentivante_lordo,0.294118,77,42,1,1
CER_5_2_0,28.6,EccessoMax_EUR,AllineamentoVirtu_lordo,0.327731,79,40,1,1
CER_5_2_0,28.6,EccessoMax_EUR,VAN_min_EUR,-0.495798,30,89,1,1
CER_5_2_0,28.6,CoalizioniInstabili,MinMax_pro,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,CoalizioniInstabili,MinMax_con,-0.572733,24,91,1,1
CER_5_2_0,28.6,CoalizioniInstabili,QoS_orig,-0.162417,48,67,1,1
CER_5_2_0,28.6,CoalizioniInstabili,QoS_new,-0.521444,27,88,1,1
CER_5_2_0,28.6,CoalizioniInstabili,EI_orig,0.0598378,61,54,1,1
CER_5_2_0,28.6,CoalizioniInstabili,EI_new,-0.401768,34,81,1,1
CER_5_2_0,28.6,CoalizioniInstabili,Jain,-0.162417,48,67,1,1
CER_5_2_0,28.6,CoalizioniInstabili,Gini,0.0598378,61,54,1,1
CER_5_2_0,28.6,CoalizioniInstabili,FairnessIndex,0.453058,84,31,1,1
CER_5_2_0,28.6,CoalizioniInstabili,Sigma,0.435961,83,32,1,1
CER_5_2_0,28.6,CoalizioniInstabili,QuoteNulle,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,CoalizioniInstabili,EccessoMax_EUR,0.487251,86,29,1,1
CER_5_2_0,28.6,CoalizioniInstabili,CoalizioniInstabili,1,NaN,NaN,1,1
CER_5_2_0,28.6,CoalizioniInstabili,ForzaIncentivante,0.0256448,59,56,1,1
CER_5_2_0,28.6,CoalizioniInstabili,AllineamentoVirtu,0.0940308,63,52,1,1
CER_5_2_0,28.6,CoalizioniInstabili,ForzaIncentivante_lordo,-0.0940308,52,63,1,1
CER_5_2_0,28.6,CoalizioniInstabili,AllineamentoVirtu_lordo,0.179513,68,47,1,1
CER_5_2_0,28.6,CoalizioniInstabili,VAN_min_EUR,-0.453058,31,84,1,1
CER_5_2_0,28.6,ForzaIncentivante,MinMax_pro,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,ForzaIncentivante,MinMax_con,-0.12605,52,67,1,1
CER_5_2_0,28.6,ForzaIncentivante,QoS_orig,0.579832,94,25,1,1
CER_5_2_0,28.6,ForzaIncentivante,QoS_new,-0.0420168,57,62,1,1
CER_5_2_0,28.6,ForzaIncentivante,EI_orig,-0.596639,24,95,1,1
CER_5_2_0,28.6,ForzaIncentivante,EI_new,-0.193277,48,71,1,1
CER_5_2_0,28.6,ForzaIncentivante,Jain,0.579832,94,25,1,1
CER_5_2_0,28.6,ForzaIncentivante,Gini,-0.596639,24,95,1,1
CER_5_2_0,28.6,ForzaIncentivante,FairnessIndex,0.210084,72,47,1,1
CER_5_2_0,28.6,ForzaIncentivante,Sigma,0.210084,72,47,1,1
CER_5_2_0,28.6,ForzaIncentivante,QuoteNulle,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,ForzaIncentivante,EccessoMax_EUR,0.445378,86,33,1,1
CER_5_2_0,28.6,ForzaIncentivante,CoalizioniInstabili,0.0256448,59,56,1,1
CER_5_2_0,28.6,ForzaIncentivante,ForzaIncentivante,1,NaN,NaN,1,1
CER_5_2_0,28.6,ForzaIncentivante,AllineamentoVirtu,0.89916,113,6,1,1
CER_5_2_0,28.6,ForzaIncentivante,ForzaIncentivante_lordo,0.344538,80,39,1,1
CER_5_2_0,28.6,ForzaIncentivante,AllineamentoVirtu_lordo,-0.0588235,56,63,1,1
CER_5_2_0,28.6,ForzaIncentivante,VAN_min_EUR,0.0588235,63,56,1,1
CER_5_2_0,28.6,AllineamentoVirtu,MinMax_pro,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,AllineamentoVirtu,MinMax_con,-0.092437,54,65,1,1
CER_5_2_0,28.6,AllineamentoVirtu,QoS_orig,0.647059,98,21,1,1
CER_5_2_0,28.6,AllineamentoVirtu,QoS_new,0.0252101,61,58,1,1
CER_5_2_0,28.6,AllineamentoVirtu,EI_orig,-0.529412,28,91,1,1
CER_5_2_0,28.6,AllineamentoVirtu,EI_new,-0.12605,52,67,1,1
CER_5_2_0,28.6,AllineamentoVirtu,Jain,0.647059,98,21,1,1
CER_5_2_0,28.6,AllineamentoVirtu,Gini,-0.529412,28,91,1,1
CER_5_2_0,28.6,AllineamentoVirtu,FairnessIndex,0.176471,70,49,1,1
CER_5_2_0,28.6,AllineamentoVirtu,Sigma,0.210084,72,47,1,1
CER_5_2_0,28.6,AllineamentoVirtu,QuoteNulle,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,AllineamentoVirtu,EccessoMax_EUR,0.378151,82,37,1,1
CER_5_2_0,28.6,AllineamentoVirtu,CoalizioniInstabili,0.0940308,63,52,1,1
CER_5_2_0,28.6,AllineamentoVirtu,ForzaIncentivante,0.89916,113,6,1,1
CER_5_2_0,28.6,AllineamentoVirtu,AllineamentoVirtu,1,NaN,NaN,1,1
CER_5_2_0,28.6,AllineamentoVirtu,ForzaIncentivante_lordo,0.277311,76,43,1,1
CER_5_2_0,28.6,AllineamentoVirtu,AllineamentoVirtu_lordo,-0.12605,52,67,1,1
CER_5_2_0,28.6,AllineamentoVirtu,VAN_min_EUR,0.12605,67,52,1,1
CER_5_2_0,28.6,ForzaIncentivante_lordo,MinMax_pro,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,ForzaIncentivante_lordo,MinMax_con,-0.210084,47,72,1,1
CER_5_2_0,28.6,ForzaIncentivante_lordo,QoS_orig,-0.0756303,55,64,1,1
CER_5_2_0,28.6,ForzaIncentivante_lordo,QoS_new,-0.260504,44,75,1,1
CER_5_2_0,28.6,ForzaIncentivante_lordo,EI_orig,-0.680672,19,100,1,1
CER_5_2_0,28.6,ForzaIncentivante_lordo,EI_new,-0.277311,43,76,1,1
CER_5_2_0,28.6,ForzaIncentivante_lordo,Jain,-0.0756303,55,64,1,1
CER_5_2_0,28.6,ForzaIncentivante_lordo,Gini,-0.680672,19,100,1,1
CER_5_2_0,28.6,ForzaIncentivante_lordo,FairnessIndex,0.327731,79,40,1,1
CER_5_2_0,28.6,ForzaIncentivante_lordo,Sigma,0.294118,77,42,1,1
CER_5_2_0,28.6,ForzaIncentivante_lordo,QuoteNulle,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,ForzaIncentivante_lordo,EccessoMax_EUR,0.294118,77,42,1,1
CER_5_2_0,28.6,ForzaIncentivante_lordo,CoalizioniInstabili,-0.0940308,52,63,1,1
CER_5_2_0,28.6,ForzaIncentivante_lordo,ForzaIncentivante,0.344538,80,39,1,1
CER_5_2_0,28.6,ForzaIncentivante_lordo,AllineamentoVirtu,0.277311,76,43,1,1
CER_5_2_0,28.6,ForzaIncentivante_lordo,ForzaIncentivante_lordo,1,NaN,NaN,1,1
CER_5_2_0,28.6,ForzaIncentivante_lordo,AllineamentoVirtu_lordo,0.529412,91,28,1,1
CER_5_2_0,28.6,ForzaIncentivante_lordo,VAN_min_EUR,-0.193277,48,71,1,1
CER_5_2_0,28.6,AllineamentoVirtu_lordo,MinMax_pro,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,AllineamentoVirtu_lordo,MinMax_con,-0.478992,31,88,1,1
CER_5_2_0,28.6,AllineamentoVirtu_lordo,QoS_orig,-0.478992,31,88,1,1
CER_5_2_0,28.6,AllineamentoVirtu_lordo,QoS_new,-0.529412,28,91,1,1
CER_5_2_0,28.6,AllineamentoVirtu_lordo,EI_orig,-0.210084,47,72,1,1
CER_5_2_0,28.6,AllineamentoVirtu_lordo,EI_new,-0.378151,37,82,1,1
CER_5_2_0,28.6,AllineamentoVirtu_lordo,Jain,-0.478992,31,88,1,1
CER_5_2_0,28.6,AllineamentoVirtu_lordo,Gini,-0.210084,47,72,1,1
CER_5_2_0,28.6,AllineamentoVirtu_lordo,FairnessIndex,0.563025,93,26,1,1
CER_5_2_0,28.6,AllineamentoVirtu_lordo,Sigma,0.529412,91,28,1,1
CER_5_2_0,28.6,AllineamentoVirtu_lordo,QuoteNulle,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,AllineamentoVirtu_lordo,EccessoMax_EUR,0.327731,79,40,1,1
CER_5_2_0,28.6,AllineamentoVirtu_lordo,CoalizioniInstabili,0.179513,68,47,1,1
CER_5_2_0,28.6,AllineamentoVirtu_lordo,ForzaIncentivante,-0.0588235,56,63,1,1
CER_5_2_0,28.6,AllineamentoVirtu_lordo,AllineamentoVirtu,-0.12605,52,67,1,1
CER_5_2_0,28.6,AllineamentoVirtu_lordo,ForzaIncentivante_lordo,0.529412,91,28,1,1
CER_5_2_0,28.6,AllineamentoVirtu_lordo,AllineamentoVirtu_lordo,1,NaN,NaN,1,1
CER_5_2_0,28.6,AllineamentoVirtu_lordo,VAN_min_EUR,-0.462185,32,87,1,1
CER_5_2_0,28.6,VAN_min_EUR,MinMax_pro,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,VAN_min_EUR,MinMax_con,0.747899,104,15,1,1
CER_5_2_0,28.6,VAN_min_EUR,QoS_orig,0.478992,88,31,1,1
CER_5_2_0,28.6,VAN_min_EUR,QoS_new,0.865546,111,8,1,1
CER_5_2_0,28.6,VAN_min_EUR,EI_orig,0.0756303,64,55,1,1
CER_5_2_0,28.6,VAN_min_EUR,EI_new,0.647059,98,21,1,1
CER_5_2_0,28.6,VAN_min_EUR,Jain,0.478992,88,31,1,1
CER_5_2_0,28.6,VAN_min_EUR,Gini,0.0756303,64,55,1,1
CER_5_2_0,28.6,VAN_min_EUR,FairnessIndex,-0.495798,30,89,1,1
CER_5_2_0,28.6,VAN_min_EUR,Sigma,-0.462185,32,87,1,1
CER_5_2_0,28.6,VAN_min_EUR,QuoteNulle,NaN,NaN,NaN,1,0
CER_5_2_0,28.6,VAN_min_EUR,EccessoMax_EUR,-0.495798,30,89,1,1
CER_5_2_0,28.6,VAN_min_EUR,CoalizioniInstabili,-0.453058,31,84,1,1
CER_5_2_0,28.6,VAN_min_EUR,ForzaIncentivante,0.0588235,63,56,1,1
CER_5_2_0,28.6,VAN_min_EUR,AllineamentoVirtu,0.12605,67,52,1,1
CER_5_2_0,28.6,VAN_min_EUR,ForzaIncentivante_lordo,-0.193277,48,71,1,1
CER_5_2_0,28.6,VAN_min_EUR,AllineamentoVirtu_lordo,-0.462185,32,87,1,1
CER_5_2_0,28.6,VAN_min_EUR,VAN_min_EUR,1,NaN,NaN,1,1
CER_6_1_0,14.3,MinMax_pro,MinMax_pro,1,NaN,NaN,0,0
CER_6_1_0,14.3,MinMax_pro,MinMax_con,NaN,NaN,NaN,0,1
CER_6_1_0,14.3,MinMax_pro,QoS_orig,NaN,NaN,NaN,0,1
CER_6_1_0,14.3,MinMax_pro,QoS_new,NaN,NaN,NaN,0,1
CER_6_1_0,14.3,MinMax_pro,EI_orig,NaN,NaN,NaN,0,1
CER_6_1_0,14.3,MinMax_pro,EI_new,NaN,NaN,NaN,0,1
CER_6_1_0,14.3,MinMax_pro,Jain,NaN,NaN,NaN,0,1
CER_6_1_0,14.3,MinMax_pro,Gini,NaN,NaN,NaN,0,1
CER_6_1_0,14.3,MinMax_pro,FairnessIndex,NaN,NaN,NaN,0,1
CER_6_1_0,14.3,MinMax_pro,Sigma,NaN,NaN,NaN,0,1
CER_6_1_0,14.3,MinMax_pro,QuoteNulle,NaN,NaN,NaN,0,1
CER_6_1_0,14.3,MinMax_pro,EccessoMax_EUR,NaN,NaN,NaN,0,1
CER_6_1_0,14.3,MinMax_pro,CoalizioniInstabili,NaN,NaN,NaN,0,1
CER_6_1_0,14.3,MinMax_pro,ForzaIncentivante,NaN,NaN,NaN,0,1
CER_6_1_0,14.3,MinMax_pro,AllineamentoVirtu,NaN,NaN,NaN,0,1
CER_6_1_0,14.3,MinMax_pro,ForzaIncentivante_lordo,NaN,NaN,NaN,0,1
CER_6_1_0,14.3,MinMax_pro,AllineamentoVirtu_lordo,NaN,NaN,NaN,0,1
CER_6_1_0,14.3,MinMax_pro,VAN_min_EUR,NaN,NaN,NaN,0,0
CER_6_1_0,14.3,MinMax_con,MinMax_pro,NaN,NaN,NaN,1,0
CER_6_1_0,14.3,MinMax_con,MinMax_con,1,NaN,NaN,1,1
CER_6_1_0,14.3,MinMax_con,QoS_orig,0.798319,107,12,1,1
CER_6_1_0,14.3,MinMax_con,QoS_new,0.798319,107,12,1,1
CER_6_1_0,14.3,MinMax_con,EI_orig,0.294118,77,42,1,1
CER_6_1_0,14.3,MinMax_con,EI_new,0.764706,105,14,1,1
CER_6_1_0,14.3,MinMax_con,Jain,0.798319,107,12,1,1
CER_6_1_0,14.3,MinMax_con,Gini,0.294118,77,42,1,1
CER_6_1_0,14.3,MinMax_con,FairnessIndex,-0.324874,36,73,1,1
